id;title;release_date;genre;description;budget;gross_earnings;world_wide_earnings
148;See No Evil, Hear No Evil;9/1/1989;Comedy, Crime;Dave is deaf, and Wally is blind. They witness a murder, but it was Dave who was looking at her, and Wally who was listening.;18000000.0;46908987.0;46908987.0
149;Shag;7/21/1989;Comedy, Drama, Romance;Summer of 1963. Carson is getting married to her boyfriend so her friends Melaina, Pudge and Luanne take her to Myrtle Beach for one last irresponsible weekend.;5000000.0;6957975.0;6957975.0
150;Shocker;10/27/1989;Comedy, Horror, Thriller;After being sent to the electric chair, a serial killer uses electricity to come back from the dead and carry out his vengeance on the football player who turned him in to the police.;5000000.0;16554699.0;16554699.0
151;Signs of Life;5/25/1991;Drama;A touching story of life in rural Maine, and the changes brought about by the closing of a town\'s small boat-building company -- on which many of the residents depended upon for a living.;5000000.0;95836.0;95836.0
152;Sing;3/31/1989;Drama;A teen film about an Italian punk forced to work with an innocent Jewish girl.;11500000.0;2260616.0;2260616.0
153;Skin Deep;9/29/1989;Comedy, Drama, Romance;A womanizing alcoholic writer, whose life seems to be falling apart at the seams, repeatedly finds himself in trouble of one sort or another with the law, ex-girlfriends, and jealous boyfriends.;9000000.0;19674852.0;19674852.0
155;Speed Zone;4/21/1989;Comedy, Action;Despite the police\'s preemptive strike, the illegal coast-to-coast car race is still on with new drivers. It\'s a race where fair play, red lights, stop signs, police roadblocks and traffic rules in general have no validity.;18000000.0;3077361.0;3077361.0
156;Spontaneous Combustion;2/23/1990;Horror, Sci-Fi, Thriller;A young man finds out that his parents had been used in an atomic-weapons experiment shortly before he was born, and that the results have had some unexpected effects on him.;5500000.0;50367.0;50367.0
157;Star Trek V: The Final Frontier;10/20/1989;Action, Adventure, Fantasy;Captain Kirk and his crew must deal with Mr. Spock\'s long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.;27800000.0;52210049.0;52210049.0
158;Steel Magnolias;3/2/1990;Comedy, Drama, Romance;A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship, and welcome her into the fold.;15000000.0;84614512.0;96759512.0
159;Stepfather II;11/3/1989;Horror, Thriller;After escaping the insane asylum in which he was incarcerated, Jerry Blake (Terry O\'Quinn) impersonates a marriage counselor and manages to win over a patient (Meg Foster) and her young son (Jonathan Brandis).;1500000.0;1519796.0;1519796.0
160;Tango & Cash;4/27/1990;Action, Comedy, Crime;Framed by their ruthless arch-nemesis, a mismatched LAPD crime-fighting duo has to put its differences aside to even the score with the evil kingpin who put them behind bars once and for all.;55000000.0;63408614.0;63408614.0
161;Three Fugitives;8/25/1989;Action, Comedy;A reformed bank robber is taken hostage by a desperate man during a bank hold up, but is forced to go on the run with his captor when they\'re both mistakenly thought to be in cahoots.;15000000.0;40586886.0;40586886.0
162;The Toxic Avenger Part II;2/24/1989;Action, Comedy, Horror;The Toxic Avenger is tricked into traveling to Tokyo to search for his estranged father, leaving Tromaville open to complete domination by an evil corporation.;2300000.0;792966.0;792966.0
163;Troop Beverly Hills;3/24/1989;Adventure, Comedy;A soon to be divorced Beverly Hills socialite is determined to prove to her husband and herself that she can finish what she starts out to do, by becoming a den mother to a troop of Beverly Hills Girl Scouts.;18000000.0;8508843.0;8508843.0
164;Turner & Hooch;1/19/1990;Comedy, Crime, Drama;A detective must adopt the dog of a dead man to help him find the murderer.;13000000.0;71079915.0;71079915.0
165;UHF;7/21/1989;Comedy, Drama;An unemployed visionary becomes the manager of a local public station. The station becomes a success, with all sorts of hilarious sight gags and wacky humor.;5000000.0;6157157.0;6157157.0
166;Uncle Buck;4/13/1990;Comedy;Bachelor and all-round slob Buck babysits his brother\'s rebellious teenage daughter and her cute younger brother and sister.;15000000.0;66758538.0;79258538.0
167;Valmont;12/6/1989;Drama, Romance;France before 1789: When a widow hears that her lover is to marry her cousin\'s daughter, she asks the playboy Valmont to take the girl\'s virginity. But first she bets him, with her body as prize, to seduce a virtuous, young, married woman.;33000000.0;1132112.0;1132112.0
168;Vampire's Kiss;6/16/1989;Comedy, Horror;After an encounter with a neck-biter, a publishing executive thinks that he\'s turning into a vampire.;2000000.0;725131.0;725131.0
169;The War of the Roses;3/16/1990;Comedy, Romance;A married couple try everything to get each other to leave the house in a vicious divorce battle.;26000000.0;86888546.0;160188546.0
170;Warlock;10/6/1989;Action, Fantasy, Horror;A warlock flees from the 17th to the 20th century, with a witch-hunter in hot pursuit.;7000000.0;9094451.0;9094451.0
171;We're No Angels;12/15/1989;Comedy, Crime;Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.;20000000.0;10555348.0;10555348.0
172;When Harry Met Sally...;1/12/1990;Comedy, Drama, Romance;Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.;16000000.0;92823546.0;92831124.0
173;The Wizard;12/15/1989;Adventure, Comedy, Drama;A boy and his brother run away from home and hitch cross country with the help of a girl they meet to compete in the ultimate video game championship.;6000000.0;14278900.0;14278900.0
174;Sex, Lies, and Videotape;11/17/1989;Drama;A sexually repressed woman\'s husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.;1200000.0;24741667.0;24741667.0
175;The Adventures of Ford Fairlane;7/11/1990;Action, Adventure, Comedy;A vulgar private detective is hired to find a missing groupie and is drawn into a mystery involving a series of murders tied to the music industry.;20000000.0;21413502.0;21413502.0
176;Air America;2/22/1991;Action, Comedy, War;A young pilot finds himself recruited unwittingly into a covert and corrupt C.I.A. airlift organization operating in Vietnam War-era Laos.;35000000.0;31053601.0;33461269.0
177;Alice;1/10/1991;Comedy, Romance;A spoiled Manhattan housewife re-evaluates her life after visiting a Chinatown healer.;12000000.0;7331647.0;7331647.0
178;Almost an Angel;12/27/1990;Comedy, Drama;A small-time crook becomes convinced he has become an angel after a traumatic incident and resolves to perform the work of one.;25000000.0;6939946.0;6939946.0
179;Another 48 Hrs.;9/21/1990;Action, Comedy, Crime;Jack Cates once again enlists the aid of ex-con Reggie Hammond--this time, to take down The Iceman, a ruthless drug lord operating in the San Francisco bay area.;38000000.0;80818974.0;153518974.0
180;Arachnophobia;1/4/1991;Comedy, Fantasy, Horror;A species of South American killer spider hitches a lift to the U.S. in a coffin and starts to breed and kill.;22000000.0;53208180.0;53208180.0
181;Awakenings;3/15/1991;Biography, Drama;The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.;31000000.0;52096475.0;52096475.0
182;Back to the Future Part III;7/13/1990;Adventure, Comedy, Sci-Fi;Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure out a way to escape the Old West before Emmett is murdered.;40000000.0;88277583.0;246144250.0
183;Bad Influence;8/9/1991;Drama, Thriller;A soft and hesitant young man is in danger when tries to break toxic relationships with a mysterious stranger claiming to be his friend.;7000000.0;12626043.0;12626043.0
184;Bird on a Wire;11/16/1990;Action, Comedy;An old flame discovers her ex-boyfriend from the past is a relocated FBI informant out to stop the bad guys.;20000000.0;70978012.0;138697012.0
185;The Bonfire of the Vanities;4/12/1991;Comedy, Drama, Romance;After his mistress runs over a young teen, a Wall Street hotshot sees his life unravel in the spotlight and attracting the interest of a down and out reporter.;47000000.0;15691192.0;15691192.0
186;Brain Dead;1/19/1990;Horror, Mystery, Sci-Fi;In a showdown of man versus machine, Martin plunges into a chaotic nightmare trying to save his mind from the megalomaniacal corporation.;2000000.0;1627955.0;1627955.0
187;Child's Play 2;1/11/1991;Horror, Thriller;While Andy\'s mother is admitted to a psychiatric hospital, the young boy is placed in foster care, and Chucky, determined to claim Andy\'s soul, is not far behind.;13000000.0;28501605.0;35763605.0
188;Class of 1999;5/11/1990;Action, Horror, Sci-Fi;Robot teachers have been secretly placed in the schools where the students have run riot. The teachers do a good job of controlling the unruly youngsters, until they go too far and some ...;5200000.0;2459895.0;2459895.0
189;Come See the Paradise;1/1/1991;Drama, Romance, War;The passionate romance between an Irish-American man and a Japanese-American woman is threatened when the Pearl Harbor attacks happen and the woman is forced into a prison camp because of her ethnicity.;17500000.0;947306.0;947306.0
190;Cry-Baby;4/6/1990;Comedy, Musical;In 1950s Baltimore, a bad boy with a heart of gold wins the love of a good girl, whose boyfriend sets out for revenge.;11000000.0;8266343.0;8266343.0
191;Dances with Wolves;3/30/1991;Adventure, Drama, Western;Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.;22000000.0;184208848.0;424208848.0
192;Darkman;11/23/1990;Action, Sci-Fi, Thriller;A brilliant scientist left for dead returns to exact revenge on the people who burned him alive.;16000000.0;33878502.0;48878502.0
193;Days of Thunder;8/10/1990;Action, Drama, Sport;A young hot-shot stock car driver gets his chance to compete at the top level.;60000000.0;82670733.0;157920733.0
194;Death Warrant;9/14/1990;Action, Crime, Mystery;In a violent and corrupt prison, decorated cop Louis Burke must infiltrate the jail to find answers to a number of inside murders. What he finds is a struggle of life and death tied in to his own past.;4000000.0;16853487.0;16853487.0
195;Desperate Hours;10/5/1990;Action, Crime, Drama;An escaped con, on the run from the law, moves into a married couple\'s house and takes over their lives.;18000000.0;2742912.0;2742912.0
196;Dick Tracy;7/6/1990;Action, Comedy, Crime;The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice\'s united mob.;47000000.0;103738726.0;162738726.0
197;Die Hard 2;8/31/1990;Action, Thriller;John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.;70000000.0;117540947.0;240247433.0
198;Don't Tell Her It's Me;9/21/1990;Comedy, Romance;Cartoonist Gus has survived cancer treatment and now his romance novelist sister tries to find him a woman and guide him. Will they succeed?;6700000.0;1171762.0;1171762.0
199;Downtown;1/12/1990;Action, Comedy, Crime;Police Officer Alex Kearney works in a rich, plush suburb of Philadelphia. When he stops an important businessman and his story of the incident is not believed, he is sent to work Downtown,...;10000000.0;2346150.0;2346150.0
200;Edward Scissorhands;7/26/1991;Drama, Fantasy, Romance;An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.;20000000.0;56362352.0;86024005.0
201;Everybody Wins;1/19/1990;Drama, Mystery, Thriller;A seeming good Samaritan (Debra Winger) hires a private detective (Nolte) to prove a teen sitting in prison on a murder charge is innocent. His investigation discovers deep corruption in a ...;16000000.0;1372350.0;1372350.0
